charge_pump_ua,loop_bw_khz,phase_margin_deg,vco_gain_mhz_v,ref_freq_mhz,lock_time_us
225.7,329.4,48.9,445.7,74.9,5.0
426.3,239.7,57.2,405.8,68.7,58.0
302.5,278.2,60.3,221.6,38.6,10.84
392.3,172.3,77.4,323.6,81.5,56.88
142.9,305.8,40.0,604.7,63.4,27.63
421.3,305.4,37.8,390.7,82.0,58.01
354.3,47.9,34.0,361.0,18.0,51.64
129.4,220.9,38.7,503.0,63.8,15.0
188.2,119.1,38.1,531.4,77.5,5.0
342.7,179.6,36.2,312.0,86.6,37.25
292.7,411.4,54.9,603.0,23.2,5.38
448.3,272.5,79.7,432.7,55.5,75.74
105.2,399.9,37.5,422.6,79.6,18.77
315.5,310.0,50.6,272.8,54.6,25.03
498.6,190.5,41.1,107.1,48.5,107.62
190.7,456.4,60.9,734.8,71.0,12.96
359.1,104.4,72.6,535.5,44.4,42.01
288.6,270.7,70.9,686.9,77.3,7.29
472.4,468.6,78.3,426.1,35.0,85.18
218.4,243.9,76.6,193.6,95.0,5.09
255.5,365.7,33.6,412.4,59.4,19.73
262.3,345.1,43.3,639.4,23.0,15.62
279.6,50.1,79.6,668.5,13.8,36.83
423.7,264.2,61.8,672.5,85.0,54.75
407.0,154.9,72.3,654.5,22.5,57.64
445.7,190.5,65.0,657.6,97.7,74.07
420.9,406.9,75.6,683.8,84.1,69.06
62.4,164.9,40.5,722.6,27.0,33.15
458.4,197.0,69.3,234.0,31.8,76.22
371.7,215.6,38.2,221.7,33.4,47.29
104.2,425.3,30.9,283.6,20.1,21.57
220.4,199.0,58.5,228.3,34.8,9.35
403.9,391.7,41.5,383.7,48.4,52.05
421.4,96.0,53.3,409.6,85.3,55.17
374.0,92.3,72.3,787.4,63.7,42.83
265.7,211.2,47.8,132.6,49.9,19.01
239.5,492.6,67.1,264.0,12.5,14.12
257.0,27.9,63.5,577.6,41.7,39.24
440.9,221.7,54.1,388.1,71.7,63.94
207.4,403.2,73.8,208.4,17.5,20.41
364.9,371.6,72.9,405.1,61.5,33.61
80.7,252.3,51.8,595.1,60.9,20.51
226.6,253.2,64.7,246.1,36.9,10.76
117.6,60.0,55.2,758.6,20.5,15.53
448.1,204.1,45.5,111.8,38.7,75.68
264.6,45.4,36.9,368.5,43.4,41.99
446.3,322.4,59.3,708.6,37.0,69.32
217.1,490.7,48.9,428.3,42.6,5.26
254.0,20.0,58.7,656.5,25.1,61.3
151.3,201.6,48.0,188.8,94.3,16.87
239.8,341.5,69.1,537.3,12.6,12.69
294.6,413.5,64.0,155.7,51.7,18.09
121.2,384.1,43.2,289.6,41.8,8.57
409.8,404.7,37.7,616.9,13.9,57.29
332.0,383.9,43.2,114.9,85.4,15.79
320.7,295.8,78.0,120.5,27.0,33.11
306.6,102.3,72.9,263.2,35.9,35.43
328.4,111.5,72.4,796.9,48.9,32.19
99.9,377.0,38.4,613.7,17.5,24.98
443.2,87.9,37.2,631.7,24.2,84.85
361.9,453.3,35.6,628.9,51.9,42.71
137.6,204.0,55.9,473.5,52.6,16.01
385.8,363.6,32.3,136.9,12.4,51.18
208.8,153.6,61.4,571.1,16.5,16.91
218.5,93.8,38.8,489.3,31.0,13.69
246.2,354.1,36.6,653.1,43.3,19.96
295.2,26.1,35.7,401.4,22.1,69.32
56.1,255.9,51.5,450.4,39.8,26.14
218.3,87.5,78.9,308.6,51.1,23.67
354.8,488.2,41.5,346.1,84.1,43.11
69.9,207.9,62.9,601.9,69.7,26.79
381.8,340.8,37.7,603.5,58.7,46.42
494.5,112.6,31.1,109.4,65.2,112.23
454.1,222.7,63.7,169.6,94.5,77.01
437.8,373.8,47.5,683.7,66.0,61.49
483.4,338.2,37.0,326.9,90.7,90.79
448.7,375.5,45.1,445.7,78.9,63.61
167.7,116.7,62.8,198.1,77.0,10.58
109.4,235.7,59.2,603.3,75.7,17.93
127.5,469.8,36.5,466.1,42.7,19.69
464.6,478.2,45.6,782.9,14.5,76.78
279.1,357.5,60.2,303.4,42.1,9.81
469.7,131.0,49.6,314.3,21.7,87.69
51.2,133.6,45.9,308.5,39.4,37.77
357.7,196.7,30.2,676.2,22.8,44.44
434.8,231.4,42.5,404.4,29.2,69.55
486.6,124.8,67.2,329.8,97.3,97.21
290.1,293.7,75.4,203.0,14.0,28.41
459.8,240.8,34.4,570.8,73.1,82.11
475.6,53.0,69.0,169.7,30.3,100.96
186.1,482.6,48.2,550.1,72.4,5.0
268.4,207.1,72.5,565.9,92.8,11.54
107.3,89.5,50.7,363.7,17.0,20.16
119.8,342.2,52.8,127.9,40.0,7.58
409.7,424.7,71.7,220.1,68.3,58.14
53.8,215.0,30.9,270.3,77.6,35.36
319.2,229.4,66.0,444.9,90.0,22.53
290.5,388.1,65.9,145.7,16.5,12.72
198.0,89.7,73.4,577.2,36.5,18.91
467.1,321.3,78.5,618.8,60.4,90.06
215.6,88.4,62.6,304.9,84.7,15.95
370.4,228.1,65.3,426.5,50.4,36.93
300.4,441.7,53.7,361.4,28.7,5.0
139.5,262.3,49.3,203.2,74.5,8.28
211.6,420.0,59.0,103.0,33.7,5.0
173.2,257.8,64.5,164.4,48.4,15.49
100.2,31.7,38.9,761.1,69.8,46.76
129.0,13.5,47.3,209.7,20.9,79.38
202.4,208.9,62.8,332.0,26.8,5.0
205.9,420.9,56.1,227.6,13.9,9.48
176.8,197.9,44.2,251.2,84.7,6.65
68.9,332.0,79.8,263.3,39.8,29.76
353.6,420.1,34.6,171.1,27.0,36.38
305.7,155.9,40.2,534.8,99.4,19.16
323.0,207.8,39.6,592.5,32.2,20.81
457.0,93.9,30.1,345.3,49.9,88.61
372.1,328.2,30.1,466.3,18.7,37.06
416.9,362.9,30.4,778.9,35.1,60.2
346.4,393.7,54.3,660.5,97.7,24.0
384.3,385.0,41.6,404.0,33.3,43.91
185.1,156.1,55.3,438.5,69.9,5.0
118.0,98.3,57.0,598.6,43.8,15.92
198.4,109.1,66.8,604.0,74.4,9.56
145.3,417.6,53.8,548.9,85.3,9.38
367.0,383.1,54.4,667.9,51.8,29.52
245.0,288.0,61.5,692.4,73.7,10.76
446.5,335.4,49.8,268.5,74.7,69.56
354.9,232.6,47.1,717.3,12.3,27.06
444.0,212.6,48.5,340.1,71.5,77.06
276.8,322.5,54.1,322.8,35.8,20.17
119.4,440.8,78.7,149.8,91.9,26.36
196.9,230.9,73.0,183.5,40.4,14.35
273.2,491.2,63.6,565.7,22.3,20.89
296.0,64.3,51.9,391.4,57.7,33.94
148.0,138.0,44.3,283.3,61.3,13.39
484.3,157.5,56.7,443.4,99.8,88.95
349.8,305.3,79.8,516.2,70.8,40.78
493.9,57.7,34.4,678.4,28.1,116.21
225.8,175.6,53.4,162.9,87.8,5.0
314.2,17.9,33.6,330.3,29.3,79.83
320.3,290.6,39.1,653.8,80.5,23.92
203.8,149.8,63.8,597.7,65.7,13.09
63.6,127.5,32.5,328.4,59.7,34.56
499.5,268.1,32.4,218.9,90.7,103.27
87.3,377.4,70.4,615.0,67.5,17.58
124.7,368.6,69.7,676.0,70.1,16.35
229.5,350.1,52.2,566.9,56.1,5.49
194.1,437.5,40.0,176.0,67.6,5.0
97.4,412.9,39.8,355.8,13.0,18.66
427.3,361.1,49.0,523.8,96.4,55.49
481.1,146.8,42.2,196.9,78.7,93.54
228.9,73.5,40.0,340.0,11.4,18.28
133.4,61.1,48.3,536.8,48.9,22.4
160.2,339.0,56.0,656.3,56.5,9.49
473.1,481.7,40.9,160.8,12.9,77.73
51.8,252.8,54.0,367.0,36.4,31.55
411.1,191.7,71.1,614.2,10.9,58.31
116.8,325.7,70.5,669.9,12.1,20.94
103.1,316.2,35.8,452.0,78.0,11.73
213.0,208.8,44.7,597.6,85.8,5.88
222.5,66.6,62.6,308.4,84.7,14.09
465.9,407.8,66.4,563.8,48.4,79.99
181.1,453.3,56.3,754.8,80.0,5.0
451.9,352.6,74.0,275.4,84.7,74.09
253.3,40.9,69.7,517.9,92.0,31.99
437.5,24.8,49.5,307.5,91.6,99.76
217.5,89.4,48.7,160.6,29.0,15.56
329.1,238.8,31.6,259.7,30.9,37.09
56.6,86.1,42.0,280.1,13.6,43.97
489.5,210.6,37.8,713.4,95.8,101.85
106.9,138.5,45.1,138.6,10.4,25.76
170.4,326.3,76.1,149.8,41.6,19.63
189.1,142.7,79.9,537.8,92.0,21.11
274.2,235.6,52.4,129.7,77.6,13.25
233.0,338.7,34.1,298.7,43.7,17.9
496.5,209.6,58.3,466.3,28.7,93.96
182.3,307.9,43.3,681.6,70.7,10.53
64.3,22.2,36.1,498.0,72.2,73.82
133.6,176.2,49.0,733.7,75.6,14.29
168.2,276.6,78.7,215.2,22.6,22.08
370.1,427.9,61.8,656.4,64.9,35.62
201.9,462.6,53.1,181.1,56.5,5.0
427.3,311.5,60.6,113.6,40.8,54.33
335.5,251.6,52.0,785.5,52.2,25.93
390.4,308.6,61.9,168.1,10.0,44.59
296.2,246.3,52.6,357.8,64.9,16.47
255.6,430.5,48.2,435.2,81.5,7.55
459.3,437.4,68.0,376.8,77.0,84.54
121.0,317.8,34.0,750.9,67.7,17.74
497.6,367.2,43.6,764.8,80.2,92.57
406.9,389.0,65.1,415.7,55.6,47.13
355.0,450.0,44.8,380.3,88.1,33.04
175.7,213.7,59.9,100.6,47.2,5.0
410.5,73.9,63.7,786.4,79.6,58.74
243.9,338.1,69.0,182.2,96.9,7.06
472.3,483.5,52.5,697.6,62.0,85.39
274.0,240.1,79.8,455.8,65.1,20.74
473.1,28.9,44.5,477.0,79.6,114.02
433.4,78.1,51.8,320.8,29.8,77.01
491.3,104.6,42.1,478.5,69.9,104.92
106.8,287.8,68.7,601.2,62.3,20.23
255.8,299.5,34.8,524.8,36.6,19.39
440.9,62.1,63.0,267.5,92.0,83.85
152.2,350.5,33.3,676.2,35.4,6.79
295.7,226.8,78.7,225.0,28.0,26.42
254.3,265.6,73.9,469.7,32.7,19.5
273.9,175.2,79.2,252.0,90.7,27.67
242.5,433.2,43.9,681.8,94.2,7.11
193.0,39.6,79.0,197.8,34.1,44.28
275.6,236.6,79.3,502.5,11.8,27.45
335.5,338.5,30.0,749.8,70.1,33.43
156.3,331.9,30.0,233.0,48.6,14.05
260.9,201.4,32.5,699.3,23.9,26.84
235.6,231.1,41.8,470.2,21.7,17.27
88.7,252.6,79.7,601.8,77.0,26.63
234.4,369.4,46.7,274.2,42.5,7.36
72.1,135.5,36.5,135.1,77.9,36.25
415.3,213.1,75.0,195.2,34.1,55.09
123.7,212.0,66.6,785.3,52.5,21.4
452.6,303.3,42.8,387.4,31.8,71.83
211.2,408.8,78.7,629.0,13.1,10.79
396.3,171.3,77.0,374.3,70.7,56.61
461.2,308.4,60.7,193.8,90.4,78.33
226.2,353.3,59.1,481.7,47.4,8.55
217.9,27.4,47.6,453.4,25.5,39.4
440.7,24.4,53.7,272.5,27.7,100.56
200.1,139.5,61.4,487.1,53.2,7.18
272.7,410.2,51.3,154.2,49.1,10.05
102.2,465.2,74.5,263.9,28.2,18.04
361.1,289.7,67.3,129.8,20.6,36.71
433.3,230.4,78.7,721.9,95.9,67.18
174.8,65.0,79.5,470.8,93.5,23.22
219.0,387.7,49.0,300.5,46.6,10.79
414.8,263.4,75.6,539.5,88.8,64.7
402.4,69.3,77.0,219.4,37.0,66.86
227.9,114.4,50.5,646.1,44.4,13.18
326.2,16.9,57.3,429.2,70.8,85.55
177.1,199.0,74.6,250.5,91.0,15.25
156.9,25.8,56.0,608.8,48.1,42.54
282.7,441.6,55.2,565.2,48.9,10.39
234.8,99.1,34.2,490.1,93.6,17.63
167.9,217.1,78.7,568.7,22.6,20.04
494.8,445.0,64.2,592.9,26.5,87.12
66.7,360.0,79.0,439.6,32.2,37.49
286.1,379.0,61.5,721.4,97.2,19.16
290.5,223.2,30.7,153.3,88.6,18.92
206.5,320.5,45.6,403.7,34.8,5.26
379.6,342.0,40.7,291.6,52.2,41.47
433.7,392.9,48.7,287.7,77.2,66.03
374.7,240.2,52.5,143.1,19.9,36.48
458.1,336.0,39.8,531.1,65.3,66.98
152.7,254.8,48.8,764.9,28.0,8.5
58.6,228.7,76.2,447.3,28.9,39.98
280.0,377.7,52.7,503.5,36.4,6.8
160.2,56.9,30.7,793.4,69.5,31.38
243.4,356.0,79.5,453.1,78.9,19.29
107.2,28.4,49.7,266.7,86.8,58.01
487.0,273.7,39.5,685.3,47.8,97.25
284.2,30.8,41.2,591.1,12.2,40.01
229.5,420.2,38.4,545.3,47.6,16.0
252.3,149.8,49.5,705.6,88.5,12.67
51.0,305.4,62.4,452.7,45.2,41.48
266.2,72.7,35.2,118.0,31.3,36.53
266.4,452.1,51.7,693.9,43.6,14.26
463.0,354.0,71.9,368.9,72.2,83.42
382.9,351.1,57.4,483.1,38.5,23.6
370.6,169.4,76.6,141.0,28.0,43.13
65.0,28.3,63.2,132.5,63.0,60.6
135.5,24.7,64.0,347.2,52.5,45.81
424.7,71.2,42.4,582.1,62.7,68.43
51.3,270.7,77.4,534.6,99.9,42.05
274.9,195.5,31.6,323.0,18.6,17.83
408.9,157.6,45.6,775.7,82.0,56.98
485.2,345.5,30.7,641.1,19.0,92.06
331.1,487.8,46.4,624.5,96.0,23.48
141.1,325.8,55.6,466.1,54.1,9.37
267.3,362.7,36.3,301.3,30.7,16.38
248.5,429.8,40.5,432.4,16.0,9.37
497.0,190.1,63.6,666.7,96.1,103.92
122.4,258.2,30.9,424.5,16.4,13.14
272.2,123.4,79.9,412.9,80.8,25.93
97.2,94.0,38.3,587.5,88.8,33.08
458.0,56.1,47.5,398.6,34.4,88.87
347.3,135.2,64.4,204.9,71.0,31.07
140.6,422.5,72.2,767.5,12.3,6.04
113.7,388.4,61.5,116.1,78.5,24.08
232.2,25.2,74.2,790.3,44.5,53.06
438.6,102.4,61.9,582.6,39.1,74.79
395.2,474.6,72.5,584.2,89.8,39.82
351.1,164.5,74.0,408.9,47.8,42.16
480.1,483.3,51.0,295.7,23.1,80.62
134.1,11.2,54.8,771.4,65.8,91.63
273.0,451.5,70.5,148.0,94.3,12.6
194.8,54.3,76.5,359.2,53.4,27.4
117.9,136.3,72.1,216.4,62.5,22.65
486.8,452.6,69.0,228.2,60.9,92.93
445.2,67.5,49.2,781.4,87.2,72.75
69.1,458.7,38.9,635.8,13.0,21.7
455.5,441.7,50.3,276.1,61.7,67.57
210.5,360.6,79.9,104.6,78.9,15.55
412.0,188.3,31.0,123.8,99.1,58.95
179.2,396.0,75.4,129.2,65.4,7.44
405.4,205.6,42.1,130.4,54.4,58.7
101.7,35.4,47.1,720.1,31.5,38.81
229.6,81.6,58.0,175.3,40.4,17.85
116.8,489.4,55.4,140.3,10.4,8.06
127.0,380.9,36.7,669.3,36.5,15.64
177.0,251.3,75.9,603.9,62.2,15.41
303.6,123.4,79.5,684.7,31.5,33.41
235.1,122.5,68.9,448.9,91.9,23.25
226.6,270.0,69.6,731.4,54.7,11.23
137.7,460.0,64.6,573.4,70.3,16.89
470.8,270.5,59.1,763.2,33.1,72.74
274.4,436.0,35.8,231.1,93.5,8.63
394.3,446.4,75.6,393.1,11.3,48.37
94.8,431.0,50.5,137.2,92.2,15.0
240.6,274.5,49.8,607.3,53.8,12.6
122.5,461.8,61.2,536.3,34.2,20.93
261.7,452.1,39.0,245.5,58.7,6.44
185.2,143.6,60.0,760.1,77.7,13.1
425.1,233.5,66.2,182.1,17.3,58.92
125.9,127.8,65.1,142.0,61.0,22.46
410.0,292.4,39.5,541.5,26.5,52.22
185.7,34.0,67.9,281.9,49.5,38.74
259.1,400.1,48.8,439.4,16.4,9.13
226.8,142.4,56.2,126.0,71.7,9.94
339.3,385.3,40.2,101.8,25.4,35.67
165.8,301.1,39.6,633.2,75.7,8.92
329.5,253.0,46.4,148.5,10.1,13.96
77.4,99.2,50.3,139.9,46.5,20.01
362.1,167.8,44.8,489.9,16.7,40.05
192.6,380.3,32.0,194.6,58.6,5.05
265.3,143.0,35.9,603.8,68.8,16.88
459.6,107.9,60.0,346.0,88.0,83.89
164.8,363.7,69.1,416.8,99.0,23.83
177.8,232.3,66.4,603.3,76.4,9.39
263.0,28.5,78.5,125.2,59.7,47.84
212.3,427.8,35.4,724.1,74.4,13.83
387.9,219.6,37.7,674.1,39.7,49.21
376.9,20.2,72.1,706.0,29.1,95.32
314.9,438.7,74.0,208.0,14.4,19.77
156.9,439.6,74.8,738.6,61.6,21.18
362.6,184.9,63.6,415.5,25.9,32.47
151.1,142.7,47.6,490.8,38.7,10.52
153.3,276.8,42.8,222.7,76.7,12.67
409.0,456.2,71.7,470.4,73.2,44.38
303.6,111.4,36.7,672.0,61.2,25.17
281.1,31.7,36.3,557.4,23.8,46.36
413.1,340.5,72.8,165.8,10.8,51.21
196.0,463.8,70.3,564.5,45.1,13.67
482.7,445.5,30.5,701.7,36.6,98.25
483.7,258.2,50.8,788.9,32.8,85.16
68.0,168.7,64.6,637.3,19.6,30.29
140.2,371.6,75.2,373.1,37.6,14.87
451.8,486.7,50.3,446.9,72.3,73.86
94.0,338.6,47.2,297.7,35.4,21.56
429.7,43.4,39.5,677.0,94.9,90.2
302.7,336.6,59.0,596.4,93.9,14.57
328.6,196.2,37.6,562.9,24.4,22.68
462.9,166.5,78.5,112.4,75.7,76.41
364.1,18.4,73.3,163.0,17.6,88.47
135.7,424.8,34.7,125.6,27.4,13.14
305.9,496.7,56.8,651.9,86.7,23.4
201.9,492.1,56.5,521.6,74.3,10.85
186.0,109.1,50.4,242.2,36.9,18.19
236.0,180.1,51.3,603.2,68.9,5.0
482.7,246.4,79.7,135.2,18.3,100.67
148.9,101.4,58.6,572.4,15.9,8.93
208.6,343.5,33.9,458.3,93.7,7.22
352.3,136.9,53.9,679.5,75.1,33.99
351.4,400.1,76.5,510.1,21.2,32.5
280.8,185.7,49.9,707.8,49.9,12.45
92.2,158.8,39.1,374.6,55.5,30.64
124.5,191.0,38.9,104.6,83.3,19.34
496.2,95.2,71.4,127.2,55.5,106.17
152.3,269.5,56.6,293.1,81.1,6.42
374.5,205.2,72.1,236.2,31.0,36.97
313.1,444.7,63.7,740.2,57.8,20.31
454.7,16.7,78.2,653.2,21.5,126.12
268.7,324.8,46.8,321.2,68.9,18.23
398.6,428.3,44.7,122.8,95.3,42.98
232.2,344.5,71.1,424.0,41.8,11.71
101.3,67.2,79.7,191.9,68.8,39.53
445.8,205.5,37.3,488.7,45.8,83.13
453.2,431.1,41.0,302.4,18.7,65.15
358.0,185.2,71.2,599.4,18.7,41.47
148.5,16.4,67.8,725.5,18.1,72.19
368.0,140.8,73.9,396.9,78.6,49.45
316.4,109.2,50.9,473.0,62.4,30.7
359.7,258.4,76.3,102.4,91.6,39.58
291.1,383.0,36.2,337.9,46.1,23.79
88.1,423.3,64.5,592.3,48.5,25.35
76.0,482.8,45.9,786.9,55.2,27.41
212.6,10.3,79.6,412.7,20.3,109.14
63.6,188.5,58.4,238.1,75.6,26.73
95.5,312.3,55.3,509.9,27.0,14.47
149.9,108.6,54.6,590.0,40.8,11.26
145.2,453.0,69.4,217.8,89.3,12.58
359.6,276.3,77.9,241.0,22.3,44.11
424.6,356.8,66.1,100.9,72.5,59.71
77.5,105.3,49.6,218.2,45.2,31.2
284.5,80.6,64.5,261.7,22.6,18.8
78.0,279.9,48.2,368.8,82.5,19.87
412.8,141.4,56.7,192.3,93.9,44.93
201.7,311.4,47.5,671.0,35.9,10.5
255.0,139.2,37.9,602.4,83.8,18.69
220.7,438.0,30.5,440.1,25.6,25.09
342.9,26.1,65.1,477.8,53.6,64.32
126.4,269.5,43.2,763.1,62.0,23.45
230.6,40.3,36.2,491.9,60.0,34.22
325.3,471.0,45.8,451.6,45.1,17.54
291.7,301.8,51.0,725.9,95.3,26.11
441.5,371.7,75.9,456.2,70.3,76.06
133.1,120.2,48.5,466.7,86.4,5.77
439.7,407.2,30.2,377.3,86.0,63.55
385.3,191.4,70.5,653.0,61.6,51.3
166.2,324.8,78.5,243.8,66.1,17.52
425.4,80.7,70.6,489.1,15.6,63.76
87.2,258.5,72.7,105.4,18.6,23.94
368.0,70.5,70.7,755.7,46.0,47.08
401.9,374.2,38.4,428.4,49.8,46.13
334.1,348.1,60.7,723.8,91.3,21.56
346.2,150.8,53.4,267.2,92.4,27.91
58.6,388.4,56.3,238.0,21.9,21.79
337.2,55.4,32.8,232.9,83.2,51.09
130.7,39.3,77.4,402.5,50.6,49.48
358.3,132.9,72.1,550.3,79.2,46.09
473.8,291.6,50.6,587.6,15.9,84.94
410.6,234.4,51.6,372.2,29.8,42.99
79.8,198.9,65.8,668.4,33.3,32.28
50.9,87.1,33.7,639.9,59.7,31.42
78.7,474.5,51.8,301.3,29.4,24.6
120.9,246.0,40.3,456.7,56.6,19.42
346.5,424.4,50.1,620.2,14.0,22.68
148.7,84.0,60.7,393.8,25.7,8.85
326.8,438.4,64.1,293.8,17.6,29.48
260.5,318.0,33.1,476.2,67.9,16.31
237.7,115.4,45.2,423.1,43.8,14.79
85.4,428.6,33.2,420.2,74.5,31.31
189.7,325.8,47.2,531.1,55.8,5.0
287.4,229.2,61.9,432.5,24.6,21.58
177.6,245.9,72.5,103.0,63.4,8.99
162.0,458.9,32.1,450.8,14.1,16.61
75.1,403.7,79.4,608.7,11.3,23.01
476.2,438.7,56.1,653.6,97.6,77.03
290.8,283.8,47.0,347.6,39.0,16.53
411.0,298.7,76.2,238.0,48.6,60.75
220.9,12.9,42.0,426.3,22.3,78.51
419.8,140.8,61.3,196.7,40.6,63.12
142.6,154.3,34.6,212.3,35.6,21.31
206.6,350.7,47.3,675.8,49.6,5.0
124.6,28.8,33.0,117.7,48.7,42.97
192.1,332.1,57.8,121.4,71.7,10.7
334.3,52.1,59.8,722.6,74.0,41.63
52.7,192.6,69.5,682.4,44.6,41.79
338.7,52.0,47.3,291.7,42.1,42.43
370.4,451.2,50.8,652.4,95.9,35.89
152.6,496.1,62.6,554.7,72.3,10.45
264.3,255.5,48.1,501.8,65.7,10.9
169.1,148.2,45.0,658.4,98.8,6.2
55.6,256.1,77.5,698.4,51.1,40.1
64.2,207.5,41.4,582.2,20.7,36.56
113.0,83.8,55.3,372.3,56.3,19.54
294.2,68.0,61.2,344.8,65.5,35.75
231.3,212.4,37.2,517.6,77.5,18.08
187.4,134.3,31.3,215.7,15.7,18.4
318.7,321.2,63.1,315.1,55.4,21.69
298.4,337.8,34.1,268.0,80.7,17.17
100.4,103.8,42.0,704.7,62.4,26.31
498.2,172.4,77.9,327.5,50.0,99.53
170.8,499.2,32.6,364.8,41.8,20.62
251.0,346.6,48.0,348.0,35.0,7.59
389.8,294.0,75.5,744.3,59.8,46.85
199.1,268.5,52.5,720.6,73.2,5.0
54.7,190.9,60.6,217.0,64.1,29.34
82.9,56.8,69.5,312.4,24.8,40.1
444.0,203.5,63.7,519.0,31.7,71.76
417.7,108.6,76.0,278.6,13.9,63.9
302.6,230.1,66.3,263.5,91.4,22.65
421.8,314.9,70.1,661.9,93.6,62.56
80.4,232.4,40.1,281.1,13.3,26.61
369.1,375.1,70.5,447.9,63.0,38.31
362.3,439.9,32.1,584.2,57.6,37.19
443.3,203.8,73.0,185.4,62.3,71.51
396.8,282.0,53.8,558.0,47.3,45.14
325.2,65.3,65.7,700.6,94.8,44.43
84.6,111.6,64.7,316.7,74.4,30.61
125.4,251.3,52.6,614.6,22.1,12.42
180.2,268.7,56.1,767.9,32.2,5.0
372.3,394.1,64.8,358.9,44.0,31.27
299.3,265.3,56.0,546.0,98.7,17.36
94.4,110.1,58.9,237.9,34.9,28.62
224.5,411.4,49.0,150.6,82.7,12.92
252.7,280.1,59.1,149.1,88.7,8.78
71.0,297.7,31.4,558.9,15.3,36.34
53.9,24.6,78.9,797.7,69.2,73.04
222.4,238.1,74.1,592.7,39.8,12.89
82.2,139.9,30.4,790.1,32.4,42.15
349.0,262.5,58.8,298.6,35.1,22.68
352.1,442.3,43.7,539.3,65.0,26.05
122.9,222.4,40.3,796.9,92.3,16.06
75.4,380.9,56.5,757.6,64.9,27.69
181.4,80.5,66.7,130.6,11.7,14.1
436.1,206.0,49.6,656.8,42.2,62.58
383.0,122.3,41.9,334.1,11.5,42.5
226.3,326.6,60.5,100.4,19.0,9.44
378.4,495.5,69.9,762.1,92.4,36.09
314.1,78.1,61.8,317.0,94.5,21.69
480.1,485.8,48.6,138.4,66.7,87.97
198.2,91.9,31.9,554.9,68.1,25.33
100.0,469.1,46.4,664.3,50.1,9.03
398.0,220.0,68.5,321.2,29.6,39.36
264.8,423.4,57.3,686.4,87.1,20.41
475.4,252.0,34.4,611.9,61.4,88.51
221.2,38.7,62.8,116.2,89.0,25.37
354.2,209.6,73.7,299.6,85.1,37.97
223.7,197.8,41.9,250.9,99.8,7.66
213.9,318.9,65.8,719.9,92.0,5.14
231.4,472.9,50.1,677.0,16.1,7.23
286.6,310.7,50.7,684.8,19.7,11.19
161.3,331.7,31.3,423.9,50.2,20.3
172.3,74.7,73.2,519.8,80.8,21.43
292.3,43.1,37.2,213.0,50.0,34.32
144.3,92.0,32.2,687.9,56.3,27.6
225.2,486.0,73.8,494.0,37.7,12.89
323.2,412.4,39.7,472.8,77.7,20.08
198.6,443.1,35.4,693.2,52.1,13.97
321.4,148.0,54.4,615.5,59.9,15.79
279.2,431.7,51.4,341.7,15.9,14.05
249.8,165.6,45.3,208.3,52.1,16.97
409.7,277.7,45.4,604.5,24.9,48.2
239.8,170.9,33.1,742.9,24.7,13.06
82.8,419.4,61.7,445.8,31.3,15.92
155.9,372.5,49.6,662.4,63.3,5.0
225.0,493.0,59.5,763.4,76.6,11.74
213.6,161.0,33.8,754.1,11.2,11.16
199.7,106.4,45.6,723.1,90.3,17.11
238.2,380.9,70.9,658.0,19.9,18.47
99.3,52.4,45.3,470.6,36.1,33.8
168.6,222.5,44.4,394.5,67.0,5.0
374.8,217.0,59.1,506.9,38.9,33.41
173.8,278.4,30.2,764.6,88.7,17.01
262.0,328.5,45.2,259.5,60.8,9.96
206.6,466.1,64.1,708.8,62.8,6.84
496.8,486.6,30.9,406.9,28.8,102.33
377.0,331.2,74.5,698.4,66.2,44.54
274.7,113.2,53.4,711.1,99.7,19.54
249.9,268.2,80.0,196.5,91.5,24.96
379.8,188.0,62.4,203.6,65.2,38.66
281.2,38.6,44.9,311.4,88.4,37.99
182.9,340.7,76.2,229.8,88.9,19.21
77.3,265.4,55.3,561.9,45.8,19.04
202.9,209.3,54.9,284.1,98.8,5.0
388.2,214.0,38.1,326.8,48.3,54.82
278.6,281.4,47.9,153.9,59.4,16.0
207.6,467.2,44.1,322.3,89.7,13.55
146.0,261.3,47.5,488.7,71.8,13.7
307.3,224.2,48.5,639.9,99.7,31.05
102.0,89.7,43.8,413.7,91.9,18.94
149.3,320.7,36.2,521.4,49.0,13.94
196.3,132.8,30.2,716.2,95.8,9.18
288.9,86.0,76.1,277.5,34.9,29.33
314.2,300.0,62.9,273.0,37.1,21.64
406.3,370.1,56.3,445.5,21.9,46.2
349.5,123.1,73.7,689.2,45.1,33.44
423.3,75.6,40.6,121.7,56.7,68.02
383.8,438.8,68.9,536.1,56.5,48.48
82.2,475.0,44.7,788.6,72.5,12.98
326.2,461.6,47.8,251.8,70.4,10.42
63.7,109.0,61.2,262.9,89.8,31.04
88.7,133.8,37.9,504.6,22.1,27.26
367.3,57.5,76.3,706.7,98.8,54.83
417.0,177.7,56.7,309.4,45.9,51.92
214.7,157.7,46.0,713.7,93.4,20.68
200.8,49.5,48.9,785.4,22.8,26.8
419.7,65.6,35.9,618.1,76.4,71.69
243.4,341.4,76.3,364.3,82.5,14.51
311.3,189.6,61.7,725.7,99.6,16.04
311.8,163.6,71.5,579.8,34.4,25.26
456.2,429.8,56.7,491.2,42.6,67.87
454.3,52.0,37.6,573.2,38.4,96.08
