nozzle_temp_c,print_speed_mm_s,layer_height_mm,cooling_fan_pct,retraction_mm,print_quality
211.1,83.3,0.169,57.6,5.4,0.7915
243.6,49.0,0.38,27.6,2.6,0.6271
171.4,60.8,0.327,96.3,1.3,0.5679
215.8,32.7,0.23,41.4,1.0,0.8511
216.7,27.8,0.287,2.7,2.54,0.7533
212.4,71.0,0.152,61.0,2.58,0.8763
213.3,38.0,0.327,85.1,6.33,0.8165
243.0,55.9,0.162,37.7,1.1,0.7286
227.4,108.9,0.216,23.8,2.36,0.4719
213.9,92.8,0.315,62.0,3.83,0.6925
226.8,113.9,0.329,78.2,7.82,0.3527
235.4,118.6,0.118,44.2,6.85,0.2639
188.2,35.4,0.293,96.0,3.17,0.7512
175.6,82.1,0.164,5.4,2.11,0.5363
185.8,35.8,0.365,36.4,2.08,0.7809
171.2,58.9,0.269,95.1,6.99,0.5816
187.1,97.9,0.287,39.8,3.44,0.5094
197.4,62.1,0.323,11.6,4.88,0.7244
199.4,84.6,0.166,19.4,5.38,0.6993
214.5,55.1,0.334,57.5,7.27,0.8367
181.4,59.2,0.276,9.5,5.29,0.7248
206.7,114.6,0.355,12.7,4.46,0.3333
201.5,79.9,0.349,55.3,7.63,0.7613
244.3,25.1,0.207,12.8,6.98,0.5559
224.9,98.6,0.303,80.0,8.0,0.5792
218.5,61.1,0.238,48.1,3.99,0.9179
218.4,73.5,0.188,3.5,2.1,0.7675
226.2,43.6,0.171,74.8,4.26,0.7971
207.9,111.5,0.354,79.4,5.31,0.4113
219.9,27.5,0.114,62.2,7.12,0.7993
204.7,76.4,0.264,51.9,3.9,0.7965
222.9,104.4,0.257,17.1,3.1,0.523
237.2,40.3,0.385,26.9,6.94,0.6221
241.2,81.7,0.143,41.5,2.44,0.6926
231.9,111.7,0.265,52.4,7.64,0.3728
211.9,63.6,0.378,77.8,0.65,0.8257
203.4,80.4,0.278,39.5,7.06,0.7432
248.1,74.6,0.128,48.4,7.73,0.5504
247.8,45.1,0.182,34.5,3.17,0.6877
243.7,20.3,0.318,13.7,4.73,0.4891
189.9,46.7,0.357,64.4,4.08,0.8012
201.1,108.1,0.355,6.3,5.46,0.3578
223.1,54.3,0.323,18.5,7.36,0.7426
220.5,32.4,0.115,97.6,6.27,0.7999
246.8,78.2,0.296,75.7,5.97,0.6027
178.0,107.8,0.358,58.4,2.55,0.3436
248.8,37.3,0.277,36.3,2.09,0.6642
205.8,63.3,0.385,68.5,2.55,0.819
209.2,92.9,0.341,86.4,1.16,0.6195
245.9,30.8,0.125,95.0,6.57,0.6293
201.3,62.6,0.15,33.5,1.08,0.8798
232.8,117.5,0.396,79.7,4.31,0.2261
226.0,91.0,0.103,78.7,7.84,0.664
214.0,70.2,0.205,33.2,7.8,0.8053
182.7,65.3,0.153,57.3,3.11,0.744
237.9,87.3,0.301,39.0,3.73,0.5923
171.3,61.3,0.187,64.4,3.36,0.6759
189.2,56.5,0.374,91.6,1.32,0.7568
228.0,118.5,0.284,90.3,0.6,0.3548
231.0,113.0,0.232,23.5,1.87,0.3801
209.5,93.0,0.329,37.7,2.6,0.6999
248.0,43.0,0.137,76.4,6.48,0.6188
223.4,75.1,0.35,14.7,2.61,0.7272
241.1,101.5,0.198,81.6,6.9,0.4539
206.7,94.8,0.361,2.0,1.17,0.5177
219.2,108.5,0.394,91.2,6.04,0.372
187.3,88.4,0.393,65.0,6.91,0.5519
174.5,40.0,0.241,47.8,1.48,0.7
246.1,94.9,0.346,73.9,7.0,0.4031
193.5,23.2,0.16,6.4,5.46,0.7064
182.7,116.4,0.231,74.8,1.48,0.3404
194.4,51.0,0.192,5.2,5.44,0.8383
183.9,34.7,0.105,15.9,4.92,0.6603
214.6,82.9,0.316,88.6,1.9,0.7551
189.8,84.9,0.223,74.4,3.65,0.6746
175.7,112.8,0.171,7.0,4.31,0.2175
217.8,110.9,0.338,78.9,5.2,0.4258
217.5,23.5,0.123,13.0,2.39,0.7173
186.8,52.9,0.114,61.9,3.38,0.8624
212.8,82.4,0.316,91.8,1.57,0.7821
220.9,23.6,0.293,48.4,6.37,0.7691
232.7,41.0,0.213,41.1,4.02,0.8256
238.1,40.1,0.125,87.1,0.99,0.7945
176.0,52.0,0.229,99.8,6.13,0.724
206.4,88.1,0.378,77.5,4.73,0.635
215.1,104.4,0.301,32.0,4.54,0.5073
182.3,66.9,0.12,36.8,7.17,0.7394
190.2,72.9,0.195,32.6,5.05,0.774
224.0,91.5,0.292,71.3,4.19,0.6798
197.4,57.3,0.178,89.0,1.74,0.9468
194.2,91.2,0.168,76.3,7.8,0.6671
191.2,113.2,0.119,51.1,6.98,0.3543
233.5,78.9,0.114,77.9,4.0,0.6541
190.4,76.0,0.161,3.4,6.33,0.7259
170.4,93.0,0.327,30.7,5.98,0.398
186.2,68.7,0.139,6.0,4.9,0.6711
185.5,57.7,0.293,97.8,5.85,0.7603
179.1,78.9,0.183,11.9,1.11,0.6843
238.9,25.6,0.245,26.9,3.11,0.659
248.2,118.0,0.152,29.9,7.52,0.0776
172.8,71.7,0.351,33.1,4.46,0.5312
225.7,117.1,0.361,40.0,1.49,0.3421
205.5,117.7,0.256,97.7,5.35,0.3799
202.3,93.6,0.153,38.3,1.18,0.7322
194.0,42.0,0.132,62.7,5.39,0.8598
192.8,49.4,0.375,35.9,4.29,0.7603
198.6,28.7,0.172,25.4,0.9,0.849
172.8,34.3,0.128,35.9,2.66,0.6693
244.1,30.3,0.394,81.5,7.09,0.5508
172.9,76.0,0.297,65.2,3.04,0.587
244.1,68.6,0.208,2.4,3.63,0.6233
196.9,56.7,0.147,80.3,2.88,0.8404
239.2,35.0,0.171,82.4,6.24,0.7028
237.5,48.5,0.368,55.7,4.81,0.701
217.7,98.2,0.265,87.8,4.73,0.6565
199.2,73.1,0.119,47.1,5.79,0.7855
240.2,23.6,0.26,80.1,1.04,0.6904
241.3,45.2,0.357,8.2,7.43,0.6187
207.1,64.6,0.222,70.3,1.91,0.9543
239.3,68.2,0.302,74.1,7.99,0.6842
243.0,100.2,0.291,74.1,7.73,0.3971
203.2,92.7,0.267,81.3,0.67,0.7191
187.0,106.0,0.342,13.3,7.75,0.4084
202.9,48.4,0.324,63.1,4.66,0.8378
249.6,58.5,0.391,12.8,6.59,0.4883
197.1,55.8,0.162,62.8,3.4,0.8449
211.9,49.0,0.368,51.9,1.68,0.8459
227.6,92.4,0.275,80.2,7.28,0.5731
211.1,32.3,0.102,98.4,7.11,0.816
223.6,53.2,0.336,65.0,1.73,0.8367
211.1,59.5,0.215,64.9,7.88,0.9145
195.6,37.8,0.164,27.3,7.6,0.8009
230.0,88.5,0.188,78.1,5.29,0.7101
234.5,93.1,0.176,24.8,4.92,0.6067
195.5,33.8,0.259,18.6,6.57,0.7907
178.9,37.9,0.221,29.6,7.72,0.7374
196.2,62.2,0.146,63.3,2.63,0.8503
170.8,83.9,0.285,88.2,3.69,0.56
230.8,81.1,0.102,17.3,7.7,0.6324
213.3,113.4,0.36,61.5,5.95,0.4123
211.7,25.5,0.134,41.4,5.46,0.8507
246.3,20.7,0.295,60.1,3.83,0.5878
206.6,57.6,0.195,69.3,5.74,0.8816
230.2,112.6,0.349,85.4,4.73,0.2757
226.0,70.7,0.195,96.6,1.96,0.7439
243.9,60.4,0.357,18.1,5.66,0.6073
195.5,56.5,0.362,58.3,2.19,0.7859
249.2,118.7,0.215,66.2,6.52,0.1103
246.6,81.5,0.14,3.6,5.23,0.526
232.9,30.3,0.194,34.4,5.82,0.8116
225.5,88.0,0.289,44.9,5.09,0.6563
242.6,47.7,0.102,98.6,0.52,0.7117
189.3,59.3,0.226,54.6,5.48,0.8254
239.8,118.6,0.216,72.2,4.79,0.2124
174.4,107.3,0.134,63.0,7.42,0.4005
186.1,105.8,0.105,87.8,1.94,0.4463
207.7,57.9,0.214,13.9,5.1,0.8803
198.5,39.4,0.17,70.2,2.41,0.8951
206.2,110.6,0.139,63.6,3.15,0.5179
225.2,95.2,0.162,36.9,3.12,0.6442
191.0,43.9,0.197,71.1,6.06,0.7811
189.5,92.8,0.188,65.0,5.52,0.6029
243.1,24.9,0.382,49.3,7.24,0.5482
245.0,94.6,0.27,49.8,3.84,0.4789
187.3,83.1,0.196,98.3,3.82,0.6474
215.5,54.7,0.277,54.7,3.95,0.9142
213.8,60.8,0.224,27.4,3.65,0.8871
183.1,62.8,0.216,28.8,7.61,0.727
230.5,55.8,0.115,37.3,7.18,0.7603
190.0,25.5,0.356,26.5,1.14,0.701
204.7,21.9,0.285,78.5,4.27,0.8106
178.3,112.1,0.265,68.1,5.01,0.2631
199.0,48.8,0.148,30.6,2.98,0.8446
219.2,59.2,0.163,47.9,5.29,0.859
177.8,20.2,0.197,61.1,3.42,0.6411
210.0,95.9,0.183,19.6,4.33,0.6306
215.7,114.2,0.105,58.5,4.86,0.3962
230.3,71.5,0.17,27.1,1.82,0.781
203.1,117.0,0.253,56.2,3.67,0.4046
178.7,102.0,0.347,68.7,6.32,0.3813
174.9,46.7,0.26,44.3,7.08,0.6867
203.9,103.1,0.322,16.8,5.79,0.5307
176.8,77.6,0.397,99.5,1.57,0.5298
173.5,104.7,0.197,62.7,3.07,0.4285
191.5,26.8,0.343,21.3,7.36,0.7392
186.8,58.8,0.148,44.5,2.85,0.8146
184.7,114.5,0.27,81.0,5.05,0.3261
227.6,114.7,0.244,0.2,1.3,0.3196
216.0,49.2,0.394,57.6,6.12,0.8063
233.2,94.8,0.347,61.1,2.26,0.5611
185.8,22.2,0.344,89.5,4.74,0.6238
237.6,48.2,0.11,27.8,6.29,0.7656
184.0,54.7,0.162,12.5,6.79,0.7431
174.8,113.2,0.369,32.3,5.77,0.169
176.8,39.0,0.23,58.6,4.28,0.6981
173.2,70.4,0.212,95.6,1.13,0.6486
250.0,107.7,0.327,87.7,6.71,0.2053
174.5,42.0,0.298,55.4,1.9,0.6866
240.1,22.6,0.346,18.2,1.52,0.5844
240.1,33.7,0.326,7.1,5.92,0.6531
191.3,56.2,0.144,58.5,3.5,0.8332
204.3,84.6,0.159,37.8,2.13,0.7709
226.5,91.8,0.154,98.0,6.73,0.6235
245.3,104.1,0.176,60.7,6.08,0.4075
223.2,69.7,0.256,67.5,4.17,0.8222
174.9,101.5,0.324,26.2,1.51,0.3765
247.0,105.9,0.37,37.4,2.69,0.2591
224.0,51.4,0.184,50.0,4.98,0.8703
189.7,102.7,0.139,42.4,3.33,0.5843
204.9,21.3,0.203,7.8,5.43,0.7915
186.6,68.3,0.352,31.4,4.64,0.7501
194.4,75.6,0.323,12.0,7.15,0.7033
240.8,85.4,0.142,34.0,7.43,0.5817
178.9,48.9,0.356,2.2,3.44,0.5977
191.3,39.2,0.124,59.3,5.9,0.8388
223.5,55.0,0.23,95.9,6.02,0.8454
226.4,63.5,0.174,89.4,6.67,0.8411
186.3,105.3,0.355,88.7,5.76,0.3705
237.5,67.3,0.3,60.9,4.48,0.7428
203.3,26.7,0.23,79.6,3.88,0.8168
202.1,48.1,0.212,4.8,6.46,0.748
232.3,68.5,0.337,32.1,5.97,0.7412
173.7,97.4,0.299,59.8,7.33,0.4242
221.6,35.7,0.379,3.0,5.68,0.6853
212.4,73.2,0.296,92.9,6.78,0.7504
218.7,82.6,0.369,54.6,1.47,0.7299
233.8,37.5,0.244,7.7,1.42,0.7262
206.3,60.9,0.339,57.2,6.17,0.7649
219.2,89.8,0.189,78.2,3.75,0.7134
226.2,22.2,0.173,96.2,7.51,0.7508
203.1,69.7,0.206,86.4,7.89,0.8193
235.5,111.6,0.254,53.6,0.72,0.4449
186.7,89.1,0.309,63.2,2.5,0.6308
207.3,69.5,0.119,28.3,5.57,0.8096
232.6,55.0,0.124,70.6,0.77,0.8314
236.7,67.1,0.386,9.7,5.7,0.6167
179.1,69.9,0.3,61.9,6.17,0.6663
246.3,103.3,0.194,65.6,7.5,0.3526
242.1,113.0,0.238,63.7,3.74,0.3194
246.7,52.5,0.23,35.2,3.65,0.6669
223.8,29.7,0.217,14.4,7.86,0.7384
238.3,22.8,0.13,14.2,3.94,0.6297
178.7,46.2,0.338,27.0,6.58,0.6653
174.2,111.9,0.295,31.2,4.92,0.2225
185.3,42.2,0.36,76.6,1.83,0.7891
197.6,43.8,0.139,80.5,6.07,0.8384
238.6,45.6,0.318,89.4,3.23,0.7367
189.7,35.0,0.331,80.2,2.76,0.7733
194.8,107.1,0.165,76.8,7.59,0.5198
181.6,39.5,0.196,39.9,4.01,0.7558
225.0,45.6,0.332,67.2,5.53,0.822
190.7,58.7,0.106,88.1,5.75,0.7736
229.0,63.7,0.157,43.4,3.1,0.8377
227.0,48.1,0.349,92.9,3.5,0.7965
226.9,49.4,0.308,2.6,3.98,0.726
199.8,91.5,0.261,91.8,4.29,0.6709
227.2,44.7,0.385,46.2,1.29,0.7687
172.5,93.7,0.324,25.1,2.2,0.4117
242.3,20.6,0.239,45.8,3.1,0.6871
207.0,52.7,0.221,39.0,1.41,0.9357
246.9,50.8,0.157,20.9,5.07,0.6207
181.3,44.7,0.254,34.2,5.16,0.712
228.1,66.9,0.371,93.3,4.11,0.7509
213.4,65.6,0.263,25.7,4.11,0.8481
176.4,108.4,0.197,19.0,5.14,0.2987
194.2,75.2,0.181,75.0,5.74,0.7875
195.1,43.1,0.172,19.1,0.61,0.8769
199.9,82.7,0.35,26.1,1.92,0.6712
227.1,104.9,0.276,93.0,4.7,0.5061
183.7,39.9,0.25,41.3,5.34,0.7534
184.2,69.0,0.392,75.1,4.06,0.6871
172.0,50.8,0.289,97.2,2.6,0.615
180.0,65.6,0.268,13.6,5.55,0.6095
172.3,21.3,0.315,9.3,4.94,0.508
190.5,72.9,0.189,52.0,3.35,0.7745
225.3,87.0,0.284,47.7,6.14,0.6738
234.5,107.2,0.208,15.7,2.92,0.3932
228.8,66.9,0.314,38.3,1.1,0.7677
228.5,36.8,0.114,26.5,5.07,0.7409
232.4,66.8,0.23,37.6,3.19,0.8069
179.0,84.7,0.173,67.6,4.28,0.6586
205.2,92.5,0.226,43.3,3.35,0.6675
223.8,82.0,0.101,15.2,6.94,0.665
190.4,89.1,0.179,93.5,4.15,0.6108
185.7,83.5,0.332,82.2,4.85,0.6669
236.8,116.8,0.144,91.9,1.62,0.2728
193.4,59.6,0.143,11.6,4.97,0.8058
243.2,59.9,0.298,27.4,1.43,0.7048
226.2,48.4,0.135,56.1,4.76,0.8342
194.5,37.6,0.356,43.5,3.78,0.7922
177.0,58.6,0.179,51.6,3.38,0.7362
178.8,69.9,0.315,16.3,7.27,0.5841
227.6,95.2,0.311,25.2,6.6,0.5655
235.2,71.2,0.106,73.4,7.2,0.7099
184.6,98.4,0.31,50.7,1.8,0.5292
198.0,107.1,0.161,42.4,3.53,0.5227
241.9,108.3,0.205,16.1,5.31,0.319
222.2,21.8,0.276,85.7,5.69,0.7682
243.3,28.8,0.382,75.7,3.28,0.6094
203.3,79.8,0.273,34.1,6.98,0.7032
241.1,104.6,0.322,68.5,6.51,0.3834
180.4,78.2,0.179,31.7,1.23,0.7207
229.3,102.8,0.397,51.9,1.14,0.4803
218.9,111.8,0.182,21.5,3.43,0.3903
217.3,92.3,0.367,85.7,5.41,0.5428
176.9,84.2,0.133,85.1,4.38,0.5404
229.8,48.2,0.105,37.3,5.72,0.8006
199.2,65.0,0.393,1.4,7.17,0.617
241.1,92.9,0.387,89.6,7.82,0.417
170.8,106.0,0.346,61.6,7.34,0.2248
197.0,64.2,0.206,31.6,1.63,0.8523
202.1,30.5,0.121,75.8,3.13,0.8437
246.9,37.0,0.209,65.7,4.99,0.6471
175.7,33.0,0.107,46.1,4.92,0.6335
222.6,117.9,0.143,84.6,1.22,0.3706
232.2,70.8,0.238,56.8,7.31,0.7818
249.4,58.8,0.112,33.6,5.29,0.6471
180.0,42.5,0.159,99.1,7.21,0.7011
171.5,65.3,0.137,43.2,2.88,0.6945
178.8,25.6,0.326,88.4,3.98,0.606
225.2,59.6,0.398,65.1,3.33,0.7748
205.6,97.4,0.318,81.8,0.63,0.6242
214.3,55.2,0.188,83.6,4.1,0.9055
225.1,61.2,0.259,89.4,2.18,0.8273
240.1,87.4,0.282,64.4,3.21,0.627
198.0,62.2,0.354,91.1,5.14,0.7887
234.8,52.9,0.288,3.2,1.19,0.7137
192.7,45.7,0.333,56.0,1.71,0.7793
233.8,50.1,0.318,42.4,3.99,0.7758
246.5,79.1,0.196,65.5,2.0,0.5794
208.9,99.7,0.232,50.7,0.96,0.646
225.3,33.9,0.281,91.3,5.12,0.7939
198.8,100.4,0.342,21.4,7.42,0.5398
194.3,59.9,0.189,57.2,1.14,0.8514
174.6,23.2,0.268,1.8,2.18,0.5431
227.8,25.4,0.33,88.8,4.81,0.7043
214.7,107.8,0.314,51.5,5.19,0.4939
231.0,24.9,0.149,58.7,5.52,0.7632
216.6,108.9,0.218,19.4,3.36,0.4724
230.0,105.9,0.315,78.5,2.55,0.4708
205.1,93.4,0.129,60.0,3.62,0.6695
188.2,60.8,0.249,96.1,4.39,0.7979
223.2,24.9,0.281,31.8,4.95,0.8084
241.9,41.6,0.22,98.5,3.51,0.6938
213.1,75.5,0.303,86.2,2.64,0.7922
218.8,28.1,0.242,64.1,6.36,0.8214
175.0,98.2,0.209,66.1,1.62,0.4632
212.8,79.7,0.131,44.9,2.62,0.7347
224.5,99.9,0.335,47.3,3.78,0.5148
232.3,71.1,0.157,96.9,5.75,0.7506
227.8,77.1,0.299,66.2,7.67,0.7698
202.9,29.7,0.314,54.8,4.91,0.7862
248.9,111.7,0.349,3.6,4.94,0.0935
191.7,29.3,0.149,44.1,4.31,0.8193
210.8,117.4,0.241,27.5,6.07,0.3979
170.4,24.7,0.145,34.4,6.29,0.5373
243.5,24.5,0.196,36.5,1.88,0.6529
184.2,75.6,0.248,29.9,6.52,0.7238
171.6,97.0,0.325,27.7,4.94,0.3604
205.0,112.9,0.137,0.1,7.69,0.3537
237.2,21.6,0.321,57.5,7.09,0.6355
188.7,113.1,0.185,12.2,6.77,0.3266
240.5,64.5,0.109,0.1,4.91,0.6293
232.8,99.3,0.145,36.7,4.59,0.592
216.6,51.6,0.155,86.5,7.55,0.8777
188.5,111.0,0.133,8.4,5.5,0.3624
200.4,63.4,0.105,31.4,2.37,0.8509
186.5,73.6,0.125,38.7,7.09,0.6657
175.5,104.8,0.129,37.2,0.63,0.3546
215.3,90.3,0.194,35.5,1.33,0.6933
221.3,95.3,0.1,54.3,3.47,0.657
188.9,78.0,0.252,28.3,4.41,0.7569
174.6,112.0,0.337,95.1,3.86,0.2046
186.6,64.0,0.253,62.4,1.61,0.7741
247.8,71.6,0.372,34.4,6.93,0.5182
201.5,54.5,0.369,49.4,6.39,0.7983
184.0,102.1,0.364,6.2,3.54,0.3253
237.3,25.8,0.229,23.9,3.5,0.6773
233.5,106.8,0.309,11.1,0.76,0.3793
244.3,96.3,0.347,63.0,4.6,0.4332
184.4,77.2,0.372,86.5,2.48,0.5771
192.1,42.5,0.251,0.9,7.09,0.7391
185.8,85.9,0.183,11.7,1.27,0.6319
213.8,41.6,0.1,20.2,3.18,0.8004
188.0,48.6,0.205,5.3,3.55,0.7145
246.2,96.1,0.373,47.3,4.61,0.3974
177.6,66.3,0.391,74.1,1.38,0.5657
182.0,99.5,0.221,78.3,6.06,0.4715
218.3,41.7,0.193,91.4,5.55,0.8508
244.2,51.2,0.321,91.4,6.28,0.6314
198.6,53.2,0.203,31.7,3.75,0.8909
191.4,93.7,0.316,92.8,7.04,0.5269
172.9,83.1,0.225,31.9,4.9,0.5427
220.1,47.3,0.149,17.6,3.04,0.8014
183.7,119.7,0.298,81.7,6.11,0.1772
218.8,21.6,0.367,27.5,4.76,0.713
243.4,99.0,0.13,95.8,4.09,0.4427
173.9,47.4,0.117,61.2,4.98,0.6901
244.5,34.2,0.138,85.5,7.36,0.6805
248.3,104.5,0.229,46.5,4.26,0.3838
210.6,39.7,0.138,20.0,4.13,0.8353
227.5,27.6,0.372,11.2,0.7,0.6901
210.7,21.3,0.355,32.0,2.53,0.7153
235.1,119.5,0.18,99.6,3.59,0.2473
178.3,27.7,0.337,40.6,1.97,0.6406
201.9,74.8,0.112,51.4,6.94,0.8044
237.1,101.0,0.287,62.4,6.38,0.4646
206.4,73.8,0.329,70.0,5.37,0.8205
179.3,33.3,0.179,16.9,2.21,0.6741
204.1,104.7,0.231,8.3,6.81,0.5161
240.0,75.4,0.139,55.4,1.13,0.698
220.4,87.7,0.198,94.8,0.69,0.7038
240.8,37.1,0.193,84.3,1.79,0.7424
191.6,98.9,0.372,46.1,5.61,0.5162
219.2,20.7,0.303,93.8,7.12,0.7029
202.8,61.5,0.27,82.5,6.23,0.819
211.5,71.1,0.274,50.3,7.54,0.8204
234.2,111.6,0.223,88.4,2.53,0.4504
244.5,59.9,0.258,53.0,6.13,0.6937
222.2,115.7,0.141,38.3,3.3,0.4193
193.6,57.5,0.198,70.3,5.46,0.8734
234.6,81.4,0.176,89.6,3.1,0.7349
219.2,58.2,0.34,45.8,7.75,0.7718
240.3,104.0,0.102,88.6,1.18,0.3409
243.7,30.3,0.322,83.1,7.34,0.57
228.3,99.6,0.365,61.4,7.66,0.5346
230.8,61.8,0.135,94.1,4.19,0.8232
249.8,110.7,0.258,93.9,3.47,0.1795
189.6,80.1,0.116,67.7,5.4,0.6716
241.6,107.2,0.365,36.5,6.48,0.3011
206.3,96.3,0.121,45.9,3.05,0.6707
177.4,20.7,0.326,9.7,6.12,0.4743
235.2,102.7,0.291,85.7,3.67,0.4536
204.5,51.0,0.247,81.0,7.42,0.8641
190.7,72.1,0.222,21.1,1.3,0.7859
240.3,119.6,0.365,8.0,5.23,0.1029
190.0,74.4,0.394,84.2,2.28,0.7291
222.2,38.6,0.133,91.8,5.31,0.8322
230.9,77.7,0.138,88.7,3.74,0.7604
213.6,112.1,0.334,76.6,5.58,0.3748
193.7,85.2,0.39,66.8,3.14,0.6298
176.9,106.0,0.27,67.3,6.57,0.3404
202.5,91.7,0.292,93.7,7.3,0.6165
179.0,92.9,0.218,63.5,5.85,0.5056
203.2,115.2,0.199,0.5,1.41,0.3734
189.1,50.0,0.303,72.7,5.64,0.787
204.5,42.6,0.335,46.7,6.44,0.8485
227.0,76.9,0.383,29.7,1.78,0.6755
177.3,22.5,0.133,14.2,2.42,0.6311
188.0,63.3,0.147,65.4,7.76,0.793
221.7,45.6,0.133,8.7,2.76,0.8387
179.8,119.0,0.333,1.5,5.99,0.1021
185.9,118.0,0.352,63.3,1.56,0.2769
234.8,81.2,0.227,79.3,2.04,0.7132
205.6,65.7,0.329,27.3,4.24,0.8523
213.2,30.6,0.368,99.0,0.97,0.7821
245.6,66.2,0.258,87.6,7.34,0.5984
217.8,81.5,0.193,50.8,7.95,0.7761
217.8,49.8,0.108,9.8,2.48,0.8512
233.3,44.2,0.107,67.5,3.98,0.8521
189.4,64.5,0.237,41.4,4.41,0.8266
233.3,50.9,0.355,43.2,7.87,0.755
234.0,59.9,0.364,92.9,4.7,0.7036
245.7,86.3,0.336,5.7,5.85,0.3745
178.5,76.3,0.319,96.5,6.26,0.5905
197.2,82.9,0.29,26.7,1.75,0.7167
215.9,88.9,0.342,84.8,6.88,0.6024
189.3,62.4,0.274,17.8,1.04,0.7696
173.4,50.9,0.182,84.6,7.65,0.6672
204.5,52.5,0.189,53.4,2.56,0.959
187.4,25.1,0.391,72.5,7.17,0.6181
249.0,89.0,0.198,31.5,6.67,0.4637
190.1,41.9,0.365,0.9,5.72,0.6588
242.2,61.5,0.135,4.4,2.23,0.6465
215.6,104.9,0.332,75.9,7.54,0.5072
236.9,54.0,0.104,64.2,2.09,0.7357
188.9,100.2,0.286,48.8,3.83,0.5615
228.2,102.9,0.34,17.6,6.4,0.4028
235.5,84.8,0.256,49.4,3.63,0.6538
230.0,109.6,0.184,1.4,4.05,0.3604
233.2,88.0,0.161,58.9,0.72,0.7107
197.9,43.9,0.298,90.6,3.11,0.8404
243.8,109.8,0.313,74.9,7.72,0.3526
225.9,68.6,0.231,97.8,3.23,0.8022
176.1,87.9,0.278,61.6,6.73,0.5314
246.1,79.5,0.322,48.4,4.03,0.5655
217.7,51.9,0.307,55.6,6.23,0.8701
180.8,22.9,0.265,66.9,0.96,0.6801
214.5,50.5,0.274,85.5,7.41,0.8864
212.4,74.0,0.236,0.9,3.87,0.7632
186.1,87.4,0.294,83.1,0.61,0.6567
225.7,114.3,0.172,84.3,4.82,0.4471
241.5,73.0,0.324,30.2,1.98,0.6098
180.0,21.7,0.334,23.9,4.32,0.5863
180.7,38.5,0.176,95.4,6.86,0.6951
196.3,113.5,0.311,76.0,4.34,0.4242
204.0,90.4,0.131,13.3,1.85,0.69
234.7,82.1,0.222,24.4,7.45,0.6779
223.3,23.1,0.29,94.5,7.12,0.7329
174.5,81.5,0.243,76.3,5.21,0.6081
243.6,109.3,0.312,67.7,2.37,0.2323
229.5,38.7,0.384,31.0,7.96,0.6429
244.2,63.6,0.161,85.6,7.21,0.6602
245.9,111.4,0.202,84.4,3.9,0.2663
205.8,111.8,0.26,28.9,1.82,0.4582
231.9,78.1,0.285,23.6,3.12,0.7472
172.9,113.1,0.191,68.5,5.65,0.2226
179.1,101.6,0.221,22.7,5.89,0.3705
170.9,38.0,0.102,37.7,2.2,0.656
240.0,70.4,0.269,76.0,5.73,0.739
209.7,71.9,0.143,4.9,4.53,0.7779
236.3,77.7,0.132,20.3,0.9,0.7093
229.7,23.4,0.307,28.5,4.35,0.719
216.4,71.7,0.248,85.5,2.08,0.8758
236.8,34.9,0.261,92.3,2.32,0.7003
216.7,69.6,0.233,40.5,1.99,0.8529
240.5,63.9,0.232,22.0,1.87,0.7272
221.9,39.6,0.227,3.2,2.12,0.7987
204.6,89.5,0.27,76.2,6.26,0.683
234.0,97.3,0.245,33.3,5.72,0.5425
178.0,110.0,0.191,76.3,6.74,0.3094
214.8,66.2,0.208,64.8,7.86,0.9033
194.0,63.0,0.399,42.3,0.62,0.7571
223.3,80.8,0.138,55.9,6.85,0.7787
201.8,32.4,0.204,19.7,1.76,0.8643
216.2,48.4,0.388,5.6,1.39,0.7977
203.0,117.9,0.187,28.2,3.75,0.3867
200.8,60.9,0.246,70.4,2.08,0.8747
245.6,84.0,0.11,1.2,5.78,0.4714
174.6,88.4,0.25,4.0,6.62,0.4571
221.3,111.5,0.174,73.4,7.79,0.4469
227.1,103.1,0.254,82.7,2.78,0.5264
174.1,83.9,0.113,10.7,0.76,0.5263
194.3,51.9,0.344,77.8,5.53,0.7626
171.1,70.6,0.325,55.4,5.17,0.5468
237.1,53.2,0.149,52.0,3.33,0.7999
217.4,117.6,0.161,24.9,2.87,0.36
207.1,98.6,0.386,52.5,7.16,0.6088
242.4,94.3,0.236,26.2,6.8,0.4362
204.2,61.9,0.216,48.9,5.33,0.8881
207.9,65.4,0.324,47.6,7.84,0.7959
181.4,83.3,0.261,19.0,5.69,0.5712
226.0,35.5,0.362,42.6,0.97,0.7373
186.1,45.4,0.306,88.2,4.82,0.7713
227.1,20.0,0.158,3.8,1.45,0.6657
246.7,45.9,0.239,67.8,5.97,0.6569
206.2,26.3,0.143,29.8,3.86,0.8477
220.7,84.4,0.329,61.9,2.56,0.763
184.4,103.0,0.386,91.4,6.48,0.3968
202.5,111.4,0.37,53.4,1.83,0.3781
248.2,113.6,0.359,44.4,4.69,0.145
175.5,46.1,0.371,21.5,1.14,0.5882
171.6,67.9,0.124,48.6,1.22,0.6349
172.6,75.3,0.102,84.2,0.63,0.5614
248.8,51.5,0.244,53.7,4.95,0.6325
246.7,38.4,0.244,6.1,6.52,0.5912
247.2,73.4,0.197,71.9,1.24,0.6356
238.8,67.9,0.304,24.4,2.13,0.6832
189.1,32.0,0.158,92.5,6.52,0.7591
192.3,48.5,0.396,13.9,5.32,0.6668
